
180429,"['범죄', '드라마', '뮤지컬']"
167491,"['모험', '드라마', '가족']"
164299,"['액션', '공포', 'SF']"
159893,['액션']
187351,"['판타지', '모험']"
160437,['스릴러']
192147,"['모험', '드라마', '가족']"
190324,"['액션', '모험']"
187308,"['코미디', '드라마', '전쟁']"
172780,"['애니메이션', '액션', '모험', '코미디', '가족', 'SF']"
144694,"['액션', '모험', '판타지', 'SF']"
181710,"['액션', '드라마']"
136873,"['애니메이션', '모험', '코미디', '가족', '판타지', '뮤지컬']"
167605,"['SF', '액션']"
167635,['판타지']
169637,"['모험', '드라마', '가족']"
101966,"['애니메이션', '모험', '코미디', '가족', '판타지']"
163788,"['모험', '가족', '판타지', '뮤지컬', '멜로/로맨스']"
136900,"['액션', 'SF']"
163787,"['가족', '판타지']"
132623,"['액션', '모험', 'SF']"
151151,"['판타지', '뮤지컬']"
163826,"['드라마', '미스터리', 'SF', '스릴러']"
152632,"['애니메이션', '모험', '코미디', '가족', 'SF']"
158622,"['판타지', '드라마']"
176354,['한국']
168023,['모험']
136990,"['애니메이션', '액션', '모험']"
144330,"['액션', '모험', 'SF']"
144693,"['액션', 'SF']"
136315,"['액션', '모험', '판타지', 'SF']"
137326,"['액션', '드라마', 'SF']"
152672,"['모험', '가족', '판타지', 'SF']"
180823,"['애니메이션', '가족', '판타지']"
151728,"['애니메이션', '모험', '코미디']"
125488,"['액션', '모험', '판타지', 'SF']"
134898,"['액션', '모험', '판타지', 'SF']"
165514,"['애니메이션', '가족', '판타지']"
152396,"['애니메이션', '모험', '코미디', '가족']"
82473,"['액션', '모험', '코미디', '판타지']"
136872,"['판타지', '뮤지컬', '멜로/로맨스']"
161374,"['애니메이션', '모험', '가족', '판타지', '뮤지컬']"
130849,"['애니메이션', '모험', '코미디', '가족', '판타지', '뮤지컬']"
136868,"['액션', '모험', '판타지', 'SF']"
125459,"['액션', '모험', '판타지']"
134847,"['모험', '가족', '판타지']"
137340,"['모험', '가족', '코미디']"
97629,"['애니메이션', '모험', '코미디', '가족']"
122527,"['액션', 'SF', '스릴러']"
100072,"['액션', '모험', '판타지']"
107928,"['액션', '드라마', '전쟁']"
99792,"['범죄', '공포', '스릴러']"
114146,"['애니메이션', '모험', '코미디', '가족']"
97857,"['액션', '모험', 'SF']"
111486,['드라마']
92003,"['판타지', '모험', '드라마']"
94187,"['액션', '모험', '판타지']"
100206,"['액션', '범죄', '드라마', '스릴러']"
96327,"['액션', '모험', 'SF']"
66026,"['액션', '범죄', 'SF', '스릴러']"
98275,"['코미디', '드라마']"
100931,"['애니메이션', '모험', '코미디', '가족', '판타지', '뮤지컬']"
96982,['드라마']
100935,"['애니메이션', '모험', '가족']"
101700,"['공포', '스릴러']"
100950,"['애니메이션', '코미디', '가족', '판타지']"
93744,"['액션', '코미디', '드라마', '범죄']"
95873,"['액션', '모험', '판타지']"
97696,['드라마']
75415,"['애니메이션', '모험', '코미디']"
56247,"['SF', '액션', '드라마']"
87216,"['애니메이션', '가족']"
92068,"['액션', '모험']"
95877,"['액션', '드라마']"
90597,"['SF', '액션', '모험']"
70254,"['SF', '모험', '액션']"
86866,"['판타지', '모험', '액션']"
102054,"['드라마', '스릴러']"
87311,"['드라마', '액션', '멜로/로맨스']"
87305,"['애니메이션', '가족', '코미디', '판타지']"
87307,"['애니메이션', '코미디', '가족']"
76956,"['애니메이션', '코미디', '공포', 'SF']"
76691,"['애니메이션', '판타지']"
85702,"['액션', 'SF']"
76441,"['드라마', '멜로/로맨스']"
32116,"['애니메이션', '모험', '코미디', '가족']"
32112,"['애니메이션', '가족', '모험', '판타지', '코미디']"
86784,"['SF', '액션']"
50163,"['판타지', '모험', '가족']"
141612,"['애니메이션', '코미디']"
93921,"['애니메이션', '모험', '가족']"
13172,"['애니메이션', '가족', '드라마', '판타지', '멜로/로맨스', '뮤지컬']"
13172,"['애니메이션', '가족', '드라마', '판타지', '멜로/로맨스', '뮤지컬']"
movie_code,movie_genre
13172,"['애니메이션', '가족', '드라마', '판타지', '멜로/로맨스', '뮤지컬']"
13172,"['애니메이션', '가족', '드라마', '판타지', '멜로/로맨스', '뮤지컬']"
13172,"['애니메이션', '가족', '드라마', '판타지', '멜로/로맨스', '뮤지컬']"
13172,"['애니메이션', '가족', '드라마', '판타지', '멜로/로맨스', '뮤지컬']"
13172,"['애니메이션', '가족', '드라마', '판타지', '멜로/로맨스', '뮤지컬']"
13172,"['애니메이션', '가족', '드라마', '판타지', '멜로/로맨스', '뮤지컬']"
